,userName,score,at,content
622,Pengguna Google,5,2026-08-11 12:07:20,sgt membantu pelayanan sgt memuaskan trkh
623,Pengguna Google,5,2026-08-11 11:14:26,aplikasi yang sangat bagus dan berguna
624,Pengguna Google,1,2026-08-11 10:46:34,tolong di perbesar tanda x pada iklan anda jika anda ingin di hargai
625,Pengguna Google,5,2026-08-11 10:14:32,sangat membantu pokonya its the best kemana pun bisa sangat mudah
626,Pengguna Google,4,2026-08-11 10:03:16,grab makanan bagus semoga tersedia grab mobil lebih banyak lagi mksih
627,Pengguna Google,1,2026-08-11 09:00:07,makin hari makin jelek ni aplikasi saya pengguna ojol setiap hari dan setiap hari pula grab makin jelek ngelag parah alamat tujuan tidak muncul padahal kuota ada jaringan lancar tapi ntah knp grab sangat ngelag heran
628,Pengguna Google,4,2026-08-11 07:38:24,untuk saat ni masih yg terbaik
629,Pengguna Google,2,2026-08-11 07:12:36,ini kenapa sih aplikasinya minta diupdate terus tapi pas di update ga bisa
630,Pengguna Google,5,2026-08-11 06:59:01,tau jalan dan enak di ajak komunikasi
631,Pengguna Google,2,2026-08-11 06:26:06,setiap saya pesan driver untuk ke sekolah saya sering terlambat katena saat pesan dan menunggu ternyata drivernya tidak berjalan sama sekali sampai nilai saya berkurang dan kena tata tertib sekolah
632,Pengguna Google,5,2026-08-11 06:08:41,ini aplikasi fungsi banget di gw
633,Pengguna Google,2,2026-08-11 05:51:20,ya ampun baru aja ngalamin bukan pemakai tiap hari tapi tiap minggu mesti pakai buat pp pembaruan sulit padahal sinyal bagus nunggu 30 menit gak bisa2 ganti apps lainnya dulu harusnya waktu pembaruan ada pilihan upadate sama nanti aja jadi pas urgent kayak tadi gak tergesa gesa dan gak bikin panik gak bisa di buat urgent sih harus di perbaiki lagi bos
634,Pengguna Google,5,2026-08-11 04:50:44,suka banget deh pakai apk grab soalnya kalok ga punya kendaraan tinggal pesen ojek pakai apk grab dh mantepp bangtt
635,Pengguna Google,5,2026-08-11 02:58:04,terimakasih kepada brab sangat membantu saya
636,Pengguna Google,1,2026-08-10 23:36:02,blg nyampe nya 00 37 tepat waktu eh gak taunya di ganti jadi 00 48 tlol
637,Pengguna Google,4,2026-08-10 23:04:44,plis ya adain fitur tawar sama bisa pilih orang g kya tadi anjir pliss yaa adain fitur itu
638,Pengguna Google,5,2026-08-10 22:15:54,tema diaplikasi apa gak bisa diubah jadi ke tema background gelap di mata sakit lama penglihatan kabur kalau background nya putih
639,Pengguna Google,1,2026-08-10 22:09:29,sayang ketika menggunakan voucher promo dan beli produk tidak bisa dibatalkan oleh pengguna maupun system padahal melebihi 24 jam tapi tertulis dalam proses
640,Pengguna Google,1,2026-08-10 20:06:33,order makanan bisanya datang 3 kali order cuma sekali
641,Pengguna Google,1,2026-08-10 19:38:49,saya order makanan dari jam 19 10 cakap jam 19 50 sampai ni dah jam 20 38 belum sampai lagi perut pun dah sakit nahan lapar
642,Pengguna Google,1,2026-08-10 19:27:43,parah ini aplikasi hapus grab hemat kasian driver nya udah mah potongan 8 bhong ga bener ini investor asing
643,Pengguna Google,4,2026-08-10 19:21:12,apk yg sangat membantu utk setiap kebutuhan yg menggunakan ny
644,Pengguna Google,5,2026-08-10 18:32:25,saran harga makanan nya jangan mahal mahal masa naik nya samle 5k apa ga bincos
645,Pengguna Google,1,2026-08-10 18:14:28,tolong kalau bisa sebelum di acc jadi supir tes kejiwaannya gimana ceritanay supir bisa kekerasan sama penumpang tolong dijadikan concern kalian
646,Pengguna Google,5,2026-08-10 17:16:24,perjalanan cepat tapi bikin penumpang tenang
647,Pengguna Google,1,2026-08-10 15:47:08,ko bisa sih grab memperkerjakan orang yang songong sampe bilang kostemer dongo ini kan sama ajh mempengaruhi yang bnr bnr kerja sama yang asal asalan kasian tuh yang bnr nyari jadi kena imbas nya nanti jadi sepi ni grab tolong di tindak
648,Pengguna Google,3,2026-08-10 14:41:48,ok tapi harga suka naik tinggi bangett hello grab management kenapa harga jadi tinggi sangat ni saya customer setia grab susah kalau harga double dari biasanya
649,Pengguna Google,3,2026-08-10 14:14:52,pembayaran mengapa hrs via ovo saja tanpa pilihan lain
650,Pengguna Google,5,2026-08-10 13:42:50,sangat baik bpk grabnya dan ramah
651,Pengguna Google,5,2026-08-10 13:34:13,menurut saya sebagai pelajar apk ini sngt membantu sekali bahkan sudah seperti pacarr kandung saya
652,Pengguna Google,5,2026-08-10 13:33:54,alhamdulillah dpt drivernya baik dn ramah
653,Pengguna Google,2,2026-08-10 12:11:54,bisa ga sih tambahin fitur penggantian ongkos kirim ditengah pemesanan saya awalnya pake hemat tpi ternyata dapet drivernya se lelet itu lama bgt nah bisa ga sih tambahin fitur ganti ongkos kirim dari hemat ke standar prioritas langsung
654,Pengguna Google,5,2026-08-10 11:51:18,keep it up makes it easier and such great service
655,Pengguna Google,5,2026-08-10 11:46:51,drivernya nya baik sopan gak jutek tau jalan dan penjemputan sama pengantaran sesuai titik
656,Pengguna Google,5,2026-08-10 11:26:54,terima ksih orang nya jadi ramah2
657,Pengguna Google,5,2026-08-10 11:06:19,kasihan dengan drivernya pindah saja ke gojek lebih manusiawi
658,Pengguna Google,1,2026-08-10 10:07:43,pesan grabfood notifikasinya sudah terkirim tapi makannya hilang lagi kata tetangga dia liat di bawa drivernya lagi alhasil uang lenyap makanan lenyap ngeri ah skrg
659,Pengguna Google,1,2026-08-10 08:54:57,harga mahal ga ngotak masih mending gojek atau indrever
660,Pengguna Google,1,2026-08-10 03:06:47,sangat buruk sistem nya nomor saya sudah terdaptar bertahun tahun gmail saya lupa malah tidak bisa login lagi apa tidak cukup pakai no hp yg sudah terdaptar bertahun tahun apa tidak bisa login tampa gmail apa tidak ada layanan lain buat apa nomor nya kalau tidak bisa login cuma pajangan doang
661,Pengguna Google,1,2026-08-09 22:19:54,pesan grabfood udah jarang ada promo ya malahan kaya udah nggak pernah harus langganan dulu mahal pake g food sekarang
662,Pengguna Google,1,2026-08-09 22:13:35,saya pesen yg prioritas selalu lambat pesanan saya setidak nya kasih kompensensi kek sejam lebih hampir 2 jam saya nunggu yang harus nya datang cuma 30 menit jujur ini kurang wort it buat perioritas pesanan
663,Pengguna Google,5,2026-08-09 20:55:40,thanks sudah siap antar kemana aja
664,Pengguna Google,5,2026-08-09 20:47:34,sangat puas dengan grab car supirnya ramah dan membantu barang barang bawaan kami terima kasih
665,Pengguna Google,2,2026-08-09 19:50:51,apk apaan ni sinyal stabil live tiktok yang lumayan berat aj no delay no lemot buka ni apk malah masalah jaringan hedeh payah
666,Pengguna Google,3,2026-08-09 18:15:38,apk grab skg kenapa ya lemot padahal sinyal full sering banngat untuk buka apk loading lama tolong ya perbaikan nya saya pengguna setia grab bagian it tolong kerja
667,Pengguna Google,2,2026-08-09 18:10:35,tarif cukup bersaing tapi stiap order skrg slalu lamban seringnya aplikasi tdk menemukan posisi saya pdhl bertahun2 rute saya tdk brubah itu2 aja ngorder food jg lbh lama nunggu aplikasinya jalan ktimbang ngordernya giliran iklan aja gercep kadang saking agresifnya muncul sampai ganggu proses saat mau klik pesan atau bayar ilang ngulang lg loading lg seringkali harus restart hp dl baru akhirnya aplikasi bisa mikir duh gregetan pdhl saya tipe yg setia pake aplikasi
668,Pengguna Google,1,2026-08-09 17:10:04,aplikasi yang bisanya cuma merugikan mitranya saja dengan program yang mereka buat tarif gda kenaikan yang naik mala potongannya
669,Pengguna Google,5,2026-08-09 16:51:45,terima kasih perjalanan lebih menyenangkan dgn bapak sopirnya yg baik ramah dan mau membantu mengangkut kursi roda
670,Pengguna Google,1,2026-08-09 16:43:26,graab sekarang mahalnya jadi tidak suka pakai graab
671,Pengguna Google,1,2026-08-09 15:46:36,pengen pesen makan tapi aplikasinya loading terus padahal pas buka aplikasi yang lain lancar lancar aja
672,Pengguna Google,5,2026-08-09 15:05:00,driver sopan dan etika
673,Pengguna Google,1,2026-08-09 15:00:53,makin kesini makin mahall masa skrng jarak deket jdi 20rb biasanya 10rb bnr kecewa
674,Pengguna Google,5,2026-08-09 14:23:53,alhamdulillah grab sangat memudahkan saya saat bepergian terima kasih grab
675,Pengguna Google,1,2026-08-09 13:45:53,lambat aplikasinya gk sinkron dengan map ngawur loading terlalu lama pantas dikasi bintang 1
676,Pengguna Google,1,2026-08-09 13:02:40,barang saya tertinggal seminggu tidak ada solusi sudah menghubungi driver kata driver sudah diantar ke kantor saat ke kantor masih jam kerja tapi tidak bisa dilayani karena katanya pic barang tertinggal sedang keluar ada event kantor grab manado terbaekk dalam mengecewakan customer
677,Pengguna Google,5,2026-08-09 12:46:16,min akhir akhir ini kok aplikasi grab ngelag banget padahal jaringan juga lancar
678,Pengguna Google,1,2026-08-09 11:09:17,grab di kota ternate ini tarifnya terlalu murah makanya driver grab car tidak mau hidupin ac alasannya kota ternate ini harga bbm mahal belum juga setoran mobil yang di sewa juga mahal udah gitu jalannya banyak tanjakan lagi kami sebagai penumpang juga merasa tarif grab di ternate terlalu kecil kasihan juga sama driver belum juga provinsi maluku utara ini biaya hidup mahal tolong naikkan tarif agar kami dan driver sama nyaman
679,Pengguna Google,1,2026-08-09 11:07:36,apk gbs dipake diskonnya selalu eror tanpa sebab dan apk nya sering bug pas pesen makanan gbs cash padahal disitu ga ada deskripsi kalo resto nya gabisa pake cash
680,Pengguna Google,5,2026-08-09 10:17:32,memudahkan untuk perjalanan ke mana saja
681,Pengguna Google,3,2026-08-09 07:49:12,ini tu aplikasinya bener lelet banget driver nya lama bikin saya telat
682,Pengguna Google,5,2026-08-09 07:47:46,grab sekarang makin ok aja
683,Pengguna Google,5,2026-08-09 07:22:59,ko aplikasinya seminggu sekali harus di update
685,Pengguna Google,5,2026-08-09 00:08:29,enak dan nikmat dari segala hal dan pelayanan
687,Pengguna Google,2,2026-08-08 19:59:35,baru pertama kali pakai sudah salah pengantaran
688,Pengguna Google,1,2026-08-08 19:55:27,lah diskon saya hilang baru h juga di update aneh
689,Pengguna Google,4,2026-08-08 19:53:45,aplikasi nya bagus promo banyak harga juga miring cuman driver nya kerja sesuai mood saya lagi hamil masa drivernya ngebut ada kucing mau di tabrak sampe rem mendadak untung gak jatuh setiap ada mobil atau apapun pasti diselip galiat macet belokan atau polisi tidur semua diterabas padahal saya bayar bukan naik dengan cuma cumaa lain kalii kalau mau rekrut driver atitude nmr 1 yaa
690,Pengguna Google,1,2026-08-08 19:06:19,kenapa ada tarif promo tapi tidak bisa dipakai padahal available tolong perbaiki bug nya
691,Pengguna Google,1,2026-08-08 18:44:09,driver sering tidak membaca note mungkin bisa dievaluasi soal sistemnya karena saya sering kali jadi konfirmasi beberapa kali ke driver padahal saya sudah kasih note pada kolom note catatan jujur saya cukup kecewa padahal sudah langganan sama grab
692,Pengguna Google,2,2026-08-08 17:41:12,min kan barusan aku pulang dri mall nah pas sampe tujuan nya salah trs orng grab ini malah salahin saya dia blng saya salah titik padahal suda benar dia nya salahin saya saya rugi 5 k min saya tau 5k bukan gede tapi berharga buat saya yg awalnya saya cmn bayar 10k malah 15k hadeh tolong min di bales ga jauh padahal
693,Pengguna Google,5,2026-08-08 17:20:48,terbaik di fasilitas ongkir dan vouchernya thx very much
694,Pengguna Google,5,2026-08-08 16:34:20,iklan nya kok dimana mana lagi main ml tiba tiba iklan skroll tiktok iklan kan malesin bgt gausah tampilin iklan mulu napa guna gak ganggu iya
695,Pengguna Google,5,2026-08-08 16:15:17,saran tambahin fitur dimana pengguna dapat membuat rute sendiri karena bisa buat saya jalan jalan keliling kota
696,Pengguna Google,5,2026-08-08 16:07:43,tolong jangan kasih saya motor vario terus kalo yang big soal agak kurang nyaman trimakasih
697,Pengguna Google,5,2026-08-08 15:24:31,tolong lah grab sampaikan sama semua driver terutama grab food kalau makanan jangan diletakkan di kaki pijakan motor masa makanan ditaruh di area kaki saya udah beberapa kali begini masa nga punya otak jadi orang hadeh
698,Pengguna Google,1,2026-08-08 15:16:59,kenapa tidak bisa berlangganan unlimited pas buka menu selalu kembali
699,Pengguna Google,5,2026-08-08 14:32:57,suasana nya sejuk petugas nya ramah
700,Pengguna Google,1,2026-08-08 12:13:46,kebijakan driver melakukan pengantaran lebih dari 1 itu kurang tepat karena waktu tunggu dan makanan yg sampai jadi kurang bisa dinikmati awalnya saya tidak mempermasalahkan itu karena kota saya kecil tapi pada saat saya pergi ke kota yang besar ternyata bisa sampai 1 jam untuk pengantarannya saja belum termasuk dari orderan masuk ke resto dan resto menyiapkan orderan padahal itu pakai yang biasa bukan yang hemat
701,Pengguna Google,4,2026-08-08 11:53:31,pesanan sudah terhubung kadang ada driver yg batal menjemput karena pesanan paket hemat
702,Pengguna Google,5,2026-08-08 11:33:47,pelayan bagus tepat waktu dan ramah
703,Pengguna Google,5,2026-08-08 11:27:51,sangat membantu diperjalanan makin gampang dan respon cepat titik penjemputan sangat akurat tidak jauh trimakasih aplikasi grab tetap jaga pelayanan mitranya bagus semua
704,Pengguna Google,5,2026-08-08 11:12:36,meskipun bayar tunai tetap dilayani dengan baik terimakasih atas kerja samanya
705,Pengguna Google,3,2026-08-08 10:54:21,aplikasi sering bgt minta di update trs driver sering gak ada kepastian
706,Pengguna Google,1,2026-08-08 10:50:01,beda peta tujuan dari google maps dan peta dari grab pernah salah jalan untung drivernya mau membantu perbaiki navigasi petamu grab
707,Pengguna Google,5,2026-08-08 10:40:42,sudah tidak pake lama mau kemana mana semenjak ada grab
708,Pengguna Google,4,2026-08-08 10:17:13,aplikasi grabnow tidak bisa di gunakan dan sangat susah untuk di akses dan tidak tersedia dia semua tempat stategis seperti lobby hotel apartemen mall rs dan tempat penting lainnya
709,Pengguna Google,1,2026-08-08 09:00:57,tolong naikkan tarif dan hilangkan grab hemat di kota ternate karena harga pertamax liter rp 16 650 sedangkan potongan aplikasi 20 akhirnya driver gak mau hidupin ac karena harga bbm mahal tarif murah potongan aplikasi besar ternate biaya hidup besar jadi kasihan sama driver setiap bulan harus hutang setoran kendaraan
710,Pengguna Google,5,2026-08-08 08:43:05,saya sering menggunakan fasilitas perjalanan dengan grab bike dimanapun berada sangat membantu perjalanan kami tanpa takut tak bisa pulang
711,Pengguna Google,2,2026-08-08 08:32:38,pengantaran lama grabfood salah satu apk yg ongkir makanan nya mahal bgt dripda toko sebelah si oren lebih mahal ongkir dripada harga makanan nya sendiri pdhl jarak ga terlalu jauh saya pesen lontong 12k ongkir 14k dan biaya layanan lain gelo
712,Pengguna Google,1,2026-08-08 07:45:36,bugnya parah banget 1 kalau pesan grab food saat klik pesan harus diklik berkali kali 2 setelah input pin superbank layar loading lama sekali entah orderan berhasil atau tidak
713,Pengguna Google,5,2026-08-08 07:27:53,sangat memuaskan pesanan dikirim dengan baik
714,Pengguna Google,1,2026-08-07 23:26:38,makanannya mahal mahal tambah dengan ongkirnya juga mahal
715,Pengguna Google,5,2026-08-07 23:11:38,saya suka aplikasi ini sangat bagus
716,Pengguna Google,1,2026-08-07 22:05:17,grab lebih berpihak ke pengemudi dalam kasus pesanan saya dari bandara ke rumah pertama pengemudi melalui tim lapangannya meminta dibatalkan tapi tidak ada solusi dari pengemudi dan tim lapangannya hanya disuruh pesan ulang lalu pesanan kedua diwaktu yg sama di batalkan sepihak oleh pengemudi tim lapangannya pun cuma memberikan solusi pesan ulang saja lagi kapok pakai grab mau nyaman malah kami sekeluarga diperlakukan semena area kejadian bandara sultan thaha jambi
717,Pengguna Google,1,2026-08-07 19:58:47,banyak ketidak jelasannya uang tidak masuk padahal sudah di antarkan
718,Pengguna Google,1,2026-08-07 19:25:59,deserve one star even none jelekbanget
719,Pengguna Google,1,2026-08-07 19:06:30,susah banget dapat driver malah jauh semua lagi harga tinggi
720,Pengguna Google,5,2026-08-07 17:32:39,trimksih byk buat kami penyandang netra masnya ramah dan baik sukses selalu am n
721,Pengguna Google,1,2026-08-07 15:17:38,susah dapet driver padhal driver sekitar resto banya sekali daoet deiver muter muterduluu
722,Pengguna Google,3,2026-08-07 15:05:02,tolong grab ada toko nakal tiap dibeli sengaja gak terima trus tokonya dittup padahal ttupnya msi jam 7 mlm awalnya gw kira emng beneran sibuk eh ternyata besok nya gw coba ternyata dittup lgi trus bsok gw coba lgi dittup lgi stelah gw order langsung dittup tolong ditindak itu warungnya nama warungnya bakso meteor
723,Pengguna Google,3,2026-08-07 14:45:40,setiap update lama terus udah tau urgent mau pesen grab lam
724,Pengguna Google,1,2026-08-07 14:26:42,jujur bapak grab di bali khusus nya di denpasar bbrpa bapak grab sangat kasar saya sakit muntah di tlp katanya kan bisa ngetik logika deh please orang muntah di suruh megang hp sungguh ga logika bgt bapa nya jujur aku kecewa jangan mentang saya cewek saya ga berani
725,Pengguna Google,1,2026-08-07 14:23:40,bgs tpi ongkirnya mahal bgt anj mna lama bgt lgi rider nya kck
726,Pengguna Google,5,2026-08-07 12:56:11,suka kesel kalau tiba tiba di cancel sma driver tapi untuk pelayanan dan apk nya ma baguss
727,Pengguna Google,1,2026-08-07 12:41:57,aplikasi jelek masa bisa tiba2 berubah lokasi belum lagi tiba2 berubah resto
728,Pengguna Google,5,2026-08-07 12:18:34,ya bawa motornya bagus tidak unggal unggalan dan ramah
729,Pengguna Google,5,2026-08-07 11:35:42,dengan aplikasi ini perjalanan jadi semakin mudah diakses semoga selalu menjaga kenyamanan pelanggannya
730,Pengguna Google,1,2026-08-07 10:50:54,percuma ada ojek online klo gak bisa nganterin ke yang daerah 1 jam sebaiknya di tutup saja apk ojol grab
731,Pengguna Google,1,2026-08-07 09:26:21,limit ovo paylater cuma sekali pakai hilang padahal dilunasin full mana apk mesti diupdate mulu
732,Pengguna Google,3,2026-08-07 09:25:15,titik penjemputan nya sering tidak tepat dengan tempat pemanggilan
733,Pengguna Google,1,2026-08-07 07:06:01,kalau bikin aplikasi yg bermutu apa kita kirim tidak ada orang foto gak ada orang nya pelanggaran dikit fikit pelanggaran lama lama bangkrut soopy lama lama kami sebagai driver keberatan dikit dikit pelanggaran
734,Pengguna Google,1,2026-08-07 06:32:08,map macet gak jalan jadi gabisa pantau
735,Pengguna Google,1,2026-08-07 06:15:22,titik jemput nya berubah ubah malah jd lebih jauh
736,Pengguna Google,2,2026-08-07 05:04:38,sekarang banyak yg tekuk harga ongkos nya min jam 5 pagi aja normal nya 37rb blak an minta 50rb mana sopirnya digrab ada di ojol sebelah ada
737,Pengguna Google,1,2026-08-07 00:51:04,apk tolol di buka malah nyetak
738,Pengguna Google,1,2026-08-07 00:05:24,baru bangat tadi dapet driver kurang ramah kalo ngomong sama pelanggan minimal lebih sopan saya pesan bayar bukan numpang tolong lebih selektif pilih driver
739,Pengguna Google,1,2026-08-07 00:05:07,sudah langganan paket hemat eh malah gak bisa dipakai di jam jam tertentu khsususnya malam hari pengalaman ini dimulai sejak awal agustus sudah komplain juga kemana mana ke cs tapi tetap tidak memuaskan kalau cancel langganan pun uangnya gak kembali
740,Pengguna Google,1,2026-08-06 23:26:36,sebelumnya saya pakai grab ada opsi bike hemat kenapa sekarang ga ada budget gw jadi keluar 2x lipat gara2 fitur bike hematnya ilang mending gw uninstall dan pake aplikasi sebelah
741,Pengguna Google,3,2026-08-06 22:52:09,kembalikan grab hemat saya saya tiap hari kerja kesana kemari pake grab hemat ini diatas jam 10 mlem udh ga bisa grab hemat terus saya juga sudah berlangganan grab ultimate tapi ga bisa juga haduh kok jadi gini si grab saya sgt kecewa
742,Pengguna Google,2,2026-08-06 22:45:36,kenapa sekarang klok malam gak ada fitur grab hematnya padahal blom malam bgt padahal rutenya juga deket tpi tarifnya mahal bngt biasanya klok mlm saya pesan grab msih ada grab hemat nya skrng udh gak ada sebagai anak rantau yg belum ada kendaraan ini jdi malah memberatkan krna tarif nya skrng mahal
743,Pengguna Google,5,2026-08-06 22:40:42,wih keren banget aku suka aplikasi ini
744,Pengguna Google,5,2026-08-06 21:03:48,garcep tengkciu maaf mas sya td gak bsa lewat ditimur rmh sya sdh diolok2 dan digibah haruse td smpean ditanyai org gausah dijawap
745,Pengguna Google,5,2026-08-06 20:55:33,sangat membantu mempermudah untuk kita yg tdk punya kendaraan sendiri mau kemana mana
746,Pengguna Google,1,2026-08-06 19:39:42,mohon maaf ni admin grab tadi ketemu sama mitranya yg hobby marah marah disuruh nunggu semenit dua menit malah marah marah dichat terus dicancel minta tolong diproses yaa
747,Pengguna Google,1,2026-08-06 19:23:16,sudah login gak ada menu order makanan atau pesan ojol sudah uninstall dan install lagi tampilan home masih sama malah ada menu pinjaman hadiah dll yg gak guna
748,Pengguna Google,1,2026-08-06 18:02:11,tlong yg balas jangan ai masalah g teratasi pakai sdm utk bales biar komunikasi gmpmg jgn cuma maaf maaf aja
749,Pengguna Google,1,2026-08-06 16:58:50,sudah lama jadi pengguna grab tapi akhirnya saya harus memutuskan tidak pakai grab lagi berapa kali perlakuan mitra grabnya tidak mengenakan ditambah lagi kadang ada tambahan biaya diluar aplikasi sampe pembayaran yang sulit pihak aplikator setelah banyaknya komplain dan mitra driver yg kurang attitude tapi tidak betbenah juga
750,Pengguna Google,5,2026-08-06 15:55:37,banyak diskon yg sangat besar di bulan tertentu grabcar 6rb buat 3km gokil murah thanks bngt apk yg sangat membantu
751,Pengguna Google,1,2026-08-06 15:51:34,aplikasi ini enggak berguna sangat tidak kompatibel dengan talkback aplikasi ini tidak bisa digunakan oleh tunanetra pengguna google talkback
752,Pengguna Google,2,2026-08-06 15:32:41,tiba tiba lemot tanpa alasan jelas
753,Pengguna Google,1,2026-08-06 15:31:29,ojek sama grabfoodnya oke tapi layanan kirim barangnya nggak banget ya pesen grab send dari jam 7 pagi jadwal pick up barang jam 12 15 jam 15 baru dihubungi kurir minta shareloc pas dihubungi kurir bilang kalau barang diambil sore agak malam karena kantornya ada di kota sebelah dan pesanan baru masuk ke dia jam 15 sore
754,Pengguna Google,1,2026-08-06 15:05:36,aplikasi jelek maps tidak akurat tolong di sinkronkan dengan google maps agar mempermudah mencari alamat
755,Pengguna Google,5,2026-08-06 15:02:50,memudahkan dalam perjalanan saat ada perlu
756,Pengguna Google,3,2026-08-06 14:45:37,umm saya tidak bisa pesen gojek untuk pergi padahal ini sabgat urgent dan disuruh untuk update dulu akhiran nya saya telat
757,Pengguna Google,5,2026-08-06 14:23:27,responsif nya cepat dan memudah kan saya melakukan apa pun di grab ini terima kasih kk
758,Pengguna Google,5,2026-08-06 14:10:44,mantap ga pake ribet di aplikasinya
759,Pengguna Google,1,2026-08-06 12:58:12,fitur bagikan lokasi masih nyasar jauh
760,Pengguna Google,1,2026-08-06 12:55:10,halo kenapa ya setiap mau pesen selalu ada bug seperti opsi motor atau mobil hilang tombol pesan itu kadang putih padahal sinyal bagus loh terus di tambah ada driver yg bilang nunggu 4 sampai 3 menit dateng dateng malah 15 menit nyusahin tau ga
761,Pengguna Google,1,2026-08-06 12:18:17,tolong setiap pesan grab jangan nambah kontak org terdekat
762,Pengguna Google,5,2026-08-06 12:15:40,baguss plss bsa di dowloas unruk brngkt pkl
763,Pengguna Google,1,2026-08-06 12:04:04,beli makan dibawah 30k pemesanan kecil kena biaya cok udah lah pindah ke aplikasi sebelah aja
764,Pengguna Google,2,2026-08-06 11:50:21,gua pesan pengantaran expres driver yang datang malah lansia yang lelet expres darimana
765,Pengguna Google,5,2026-08-06 11:37:21,membantu sekali soalnya sekarang jarang ada angkutan umum
766,Pengguna Google,5,2026-08-06 11:24:11,banyak promo nya love u makasi
767,Pengguna Google,5,2026-08-06 10:34:46,a convenient app that makes transportation food delivery and daily services simple and accessible
768,Pengguna Google,1,2026-08-06 10:22:44,heran aplikasi sekelas grab kok bisa dark mode aja tidak tersedia
769,Pengguna Google,1,2026-08-06 10:00:21,aplikasi ojol paling bengis rakus dan tidak memanusiakan manusia
770,Pengguna Google,5,2026-08-06 10:00:01,saya selaku driver grab sangat merasa dirugikan akan penumpang gendut yg berat badannya ga karuan tolonglah buat penumpang yg beratnya ga karuan itu anda selain gendut bisa membuat driver kecelakaan dan rugi besar kalo dibawa motor geal geol dan menyebabkan kecelakaan kalo di tolak peforma turun pikir pikir lah kalo mesen pake yg grab xl turunin sifat egois anda untuk tetap lanjut pesan di grabbike hemat dan menerima motor yg 110 cc jadi tolong pihak grab tambahkan isian data berat bdn
771,Pengguna Google,1,2026-08-06 07:48:40,woy nggak bisa di buka aplikasi nya urgent malah error kocak
772,Pengguna Google,5,2026-08-06 06:34:20,mengapa ga bisah order ke grab
773,Pengguna Google,1,2026-08-06 05:16:38,makin ksni makin pada se enak nya driver driver grab
774,Pengguna Google,5,2026-08-06 01:56:06,i greatly appreciate the various standout features developed by grab that facilitate mobility and meet daily needs ranging from quick transportation options like grabbike and grabcar grabfood delivery services and grabexpress parcel delivery to the latest ai driven innovations such as smart assistants and personalized travel experiences
775,Pengguna Google,1,2026-08-06 00:56:42,enggak bisa di pencet aplikasih grab nya kurang bagus aplikasih grab nya
776,Pengguna Google,5,2026-08-06 00:01:25,tolong orderan nya jangan di anyepin paman
777,Pengguna Google,5,2026-08-05 21:54:58,klau ada greb plg krj mlm ckup aman
778,Pengguna Google,1,2026-08-05 21:37:53,baru aja sya beli kuota di grab sya liat nih wah lagi ada yg murah yaudah sya top up ovo kuota 16gb rp 40rb ehh tataunya yg masuk cuma 6gb nasional 2gb nya 5g ini mah namanya bohong nipu
779,Pengguna Google,1,2026-08-05 21:04:19,bikin voucher ga ikhlas bgt ya blum di pake malah gabisa di pake co koca
780,Pengguna Google,5,2026-08-05 20:37:54,ad grab bgus kalo mager bsa mesan mkanan lewat grab sngat bermanfaat
781,Pengguna Google,5,2026-08-05 20:34:26,gokil walaupun jarak jauh dengan harga 9 ribu tetep pada mau
782,Pengguna Google,1,2026-08-05 20:08:52,ojol skrg aneh pada ga punya attribute apa gmna dah aneh kerja pada ga pake attribute
783,Pengguna Google,5,2026-08-05 20:05:30,aplikasinya bagus cocok untuk kebutuhan dan lainnya saran saya ada yang kurang dari aplikasi grab ini yaitu pada mapsnya yang kurang lengkap karena keletakan nama nama tempat secara lengkap dan juga harus di kembangkan pada fitur maps mungkin bisa di perbaiki perbarui lebih lengkap seperti google maps agar lebih detail nama nama tempat yang ada
784,Pengguna Google,1,2026-08-05 19:25:47,iklannya ganggu bangett bisa ga sih ga usah iklan mulu kaya aplikasi shopee aja udah ga lewat heran deh setiap buka aplikasi lain selalu ada iklan grab
785,Pengguna Google,1,2026-08-05 19:12:30,paylater tidak pernah terlambat belum jatuh tempo dibayar malah diblokir
786,Pengguna Google,3,2026-08-05 18:42:48,saya kasih bintang 3 krn saya jarang naik tp pelayananya bagus dan familiar
787,Pengguna Google,1,2026-08-05 15:42:33,aplikasi brengsek lemotnya minta ampun developernya gak kerja
788,Pengguna Google,1,2026-08-05 14:33:47,sangat kecewa saya order dengan harga diskon tapi driver mobil nego untuk minta harga normal
789,Pengguna Google,1,2026-08-05 13:03:27,brand brengsek masang iklan di lahan orang ga izin
790,Pengguna Google,1,2026-08-05 12:36:41,pacar saya di bonceng terus cowo
791,Pengguna Google,2,2026-08-05 12:22:50,tolong dong grab udah 2026 masa fitur chat cust dengan resto di grab food gak ada masa mesti nunggu resto ngechat kita dulu baru bisa minta request tambahan atau nanyain keadaan sesimpel makanannya udah dibikin apa belum dan satu lagi kenapa grab nih dibandingkan aplikasi sebelah lebih lelet masalah waktu ibarat orang kelaperan jd kenyang karena kelamaan nunggu
792,Pengguna Google,5,2026-08-05 10:18:32,aplikasi antar jemput dan food delivery dengan harga bersaing
793,Pengguna Google,5,2026-08-05 09:58:42,alah bangs bangat grab buat akun baru pas mau buka malah logout mau login lagi ada pop up akun di tangguhkan kan kebijakan plenger bangat nih aplikasi grab
794,Pengguna Google,5,2026-08-05 06:53:01,aplikasi dan layanan yang sangat membantu mobilitas pelanggan selama ini dapat pengemudi yang baik semoga grab terus berbenah menjadi semakin baik
